"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AT","Atlantic Power Corporation","2.16","236250555.12","n/a","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/at",
"BHGE","Baker Hughes, a GE company","21.62","23780521300.1","n/a","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/bhge",
"BLDP","Ballard Power Systems, Inc.","2.71","628212712.39","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bldp",
"BRN","Barnwell Industries, Inc.","1.6","13243456","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/brn",
"BAS","Basic Energy Services, Inc.","4.86","129087062.64","n/a","2005","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/bas",
"BTE","Baytex Energy Corp","1.64","908625875.52","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bte",
"BXE","Bellatrix Exploration Ltd","0.5443","44038891.1675","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bxe",
"BRY","Berry Petroleum Corporation","9.51","776424483.03","n/a","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bry",
"BBL","BHP Group Plc","41.16","109558132563.6","n/a","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/bbl",
"BSM","Black Stone Minerals, L.P.","16.1","3297184221.1","n/a","2015","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bsm",
"BE","Bloom Energy Corporation","12.75","1395059903.25","n/a","2018","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/be",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","1.45","58570927.35","n/a","2011","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","5.46","164666059.74","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkepp",
"BCEI","Bonanza Creek Energy, Inc.","22.95","471483423","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bcei",
"BPMP","BP Midstream Partners LP","15.55","1628879138.5","n/a","2017","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpmp",
"BP","BP p.l.c.","38.41","128428099201.38","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","25.48","545272000","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bpt",
"BGG","Briggs & Stratton Corporation","13.32","564617230.92","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bgg",
"BC","Brunswick Corporation","45.49","3945802918.43","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bc",
"BPL","Buckeye Partners L.P.","28.62","4397865511.68","n/a","1986","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpl",
"BWXT","BWX Technologies, Inc.","41.13","4060605932.55","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bwxt",
"CJ","C&J Energy Services, Inc","14.71","990362061.99","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cj",
"COG","Cabot Oil & Gas Corporation","22.61","9748976905.92","n/a","1990","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cog",
"WHD","Cactus, Inc.","28","2096913616","n/a","2018","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/whd",
"CRC","California Resources Corporation","19.88","966179192.44","n/a","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crc",
"CPE","Callon Petroleum Company","6.98","1588516936.54","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpe",
"CPE^A","Callon Petroleum Company","50.25","0","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpe^a",
"CLMT","Calumet Specialty Products Partners, L.P.","2.38","183604169.42","n/a","2006","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/clmt",
"CEI","Camber Energy, Inc.","0.1345","19109066.6525","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cei",
"CNQ","Canadian Natural Resources Limited","24.71","29802160693.2","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cnq",
"CPST","Capstone Turbine Corporation","0.565","38654669.925","n/a","2000","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cpst",
"CRZO","Carrizo Oil & Gas, Inc.","12.33","1129742809.56","n/a","1997","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crzo",
"CVE","Cenovus Energy Inc","7.36","9043221453.12","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cve",
"CDEV","Centennial Resource Development, Inc.","12.2","3370378954","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cdev",
"CHAP","Chaparral Energy, Inc.","7.01","325662189.03","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/chap",
"CHK","Chesapeake Energy Corporation","2.25","2794112111.25","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/chk",
"CHKR","Chesapeake Granite Wash Trust","1.08","50490000","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/chkr",
"CVX","Chevron Corporation","112.45","214866577794.05","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cvx",
"SNP","China Petroleum & Chemical Corporation","80.94","97995037050.24","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/snp",
"CYD","China Yuchai International Limited","12.18","497653984.38","n/a","1994","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cyd",
