"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BHBK","Blue Hills Bancorp, Inc.","21.73","583620950.12","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/bhbk",
"BXG","Bluegreen Vacations Corporation","14.01","1047029714.55","n/a","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/bxg",
"BOKF","BOK Financial Corporation","77","5593111986","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","22.2093","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokfl",
"BOMN","Boston Omaha Corporation","23.41","516508501.44","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","10.97","925619858.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfh",
"BWMCU","Boxwood Merger Corp.","9.95","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/bwmcu",
"BDGE","Bridge Bancorp, Inc.","26.62","526869269.08","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bdge",
"BWB","Bridgewater Bancshares, Inc.","10.52","316277214.48","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/bwb",
"BHF","Brighthouse Financial, Inc.","32.05","3801169485.6","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhf",
"BHFAL","Brighthouse Financial, Inc.","22.16","0","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhfal",
"BSA","BrightSphere Investment Group plc","20.25","0","n/a","2016","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsa",
"BSIG","BrightSphere Investment Group plc","10.82","1150566751.16","n/a","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsig",
"BYFC","Broadway Financial Corporation","1.25","34273497.5","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/byfc",
"BPY","Brookfield Property Partners L.P.","15.805","6439474281.845","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bpy",
"BRKL","Brookline Bancorp, Inc.","13.97","1124432643.18","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/brkl",
"BRO","Brown & Brown, Inc.","27.2","7686348176","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/bro",
"BMTC","Bryn Mawr Bank Corporation","35.25","713820501.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","29.34","286208677.98","n/a","2011","Finance","Major Banks","https://www.nasdaq.com/symbol/blmt",
"BFST","Business First Bancshares, Inc.","23.65","312495230.85","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bfst",
"BY","Byline Bancorp, Inc.","18.18","660146451.48","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/by",
"CFFI","C&F Financial Corporation","49.44","173126075.04","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cffi",
"GYB","CABCO Series 2004-101 Trust","20","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","6.74","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pfh",
"CADE","Cadence Bancorporation","18.2","1521975000","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cade",
"CATC","Cambridge Bancorp","83.1","341306741.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","36.25","564946933.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cac",
"CM","Canadian Imperial Bank of Commerce","78.65","34833756950.85","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cm",
"CBNK","Capital Bancorp, Inc.","12.58","193337541.52","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","23.73","404798703.33","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccbg",
"COF","Capital One Financial Corporation","76.91","36428921491.91","n/a","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/cof",
"COF^C","Capital One Financial Corporation","24.74","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cof^c",
"CFFN","Capitol Federal Financial, Inc.","13.1","1850286430.9","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cffn",
"CIC","Capitol Investment Corp. IV","9.95","500609375","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cic",
"CSTR","CapStar Financial Holdings, Inc.","15.04","261610632.96","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/cstr",
